,Unnamed: 0,Company,Href,Likes,Name,Retweets,Series,Text,Time
10,15,Occipital,/RepasoMedico,1 like,Dr. Ernst Gräfenberg,3 retweets,_Series_A,"Circumscribed Osteoporisis: lytic phase of Enf. Paget in skull (frontal, parietal, occipital) #repaso http://lockerz.com/s/119879769",13 Jul 2011
11,16,Occipital,/nomina_bot,0 likes,体野ミナ,0 retweets,_Series_A,Outside the first uplift: protuberantia occipitalis Externa/external occipital Protuberance #nomina,13 Jul 2011
12,17,Occipital,/Aquilla_Genny,0 likes,Ruqhayah El Genny,0 retweets,_Series_A,"RT @Anda_Tahu: the outer part of the Brain (cortex): it has 4 parts of the frontal Cortex, temporal Cortex, parietal Cortex and the occipital bone Cortex",13 Jul 2011
13,18,Occipital,/vikasreddy,0 likes,Vikas Reddy,1 retweet,_Series_A,RT @gmcerveny Two exciting new jobs on the @occipital site... iOS Dev http://www.occipital.com/jobs#iosdev  Front-End Web Dev http://www.occipital.com/jobs#frontend ,13 Jul 2011
14,21,Occipital,/BlakeHamilton,0 likes,Blake Hamilton,0 retweets,_Series_A,#wordmismatchoftheday (I just made this up): Occipital Pork,13 Jul 2011
15,23,Occipital,/occipital,1 like,Occipital,1 retweet,_Series_A,We're at it again. Help us push the limits of browsers into an entirely new realm. 3D. HTML5. Novel UX - http://bit.ly/p2Wj4m  #job,13 Jul 2011
16,26,Occipital,/UniversitasPsyc,0 likes,UniversitasPsych,0 retweets,_Series_A,Conduction Aphasia as a Result of Left Parietal-Temporal-Occipital Anaplastic... http://revistas.javeriana.edu.co/index.php/revPsycho/article/download/1255/789 …,13 Jul 2011
17,28,Occipital,/serena72,0 likes,Serena,0 retweets,_Series_A,"Updates: Migraines, Headache and Occipital Neuralgia – A Complex Pain Problem http://bit.ly/pAycY2",13 Jul 2011
18,32,Occipital,/alejita394,0 likes,Aleja Roa,1 retweet,_Series_A,@luisfer09 ûûûûûûûûûû I did hurt the left temporal in the part near the parietal jajjaajja and sticking with the occipital jajajaa,12 Jul 2011
19,35,Occipital,/Coretan_Kecil,3 likes,Coretan Kecil,16 retweets,_Series_A,"The outer part of the brain (cortex): it has 4 parts of the frontal Cortex, temporal Cortex, parietal Cortex and The occipital bone.",12 Jul 2011
20,36,Occipital,/koosluijk,0 likes,Koos Luijk,0 retweets,_Series_A,Check out 360 Panorama for iPhone! http://occipital.com/360/app  via @occipital,11 Jul 2011
21,37,Occipital,/locaporeltoro,0 likes,Charly Peanuts.,0 retweets,_Series_A,Until the worst medical student is better q a screenwriter of the Latino remakes of Grey's Anatomy: has left occipital GUAT fx!,11 Jul 2011
22,38,Occipital,/chaoshopelove,0 likes,Kimmie,0 retweets,_Series_A,Just so everyone knows... @SashaAlexander1 & @nickiraegeous make my occipital spatula orbit. :) #RizzoliandIsles http://twitpic.com/5ox0rt ,11 Jul 2011
23,42,Occipital,/kamelosis,0 likes,kamelosis,0 retweets,_Series_A,"the occipital than the internet irritates me this so slow P.D. u_u Not be that it is occipital, but has hurt much u_u",11 Jul 2011
24,43,Occipital,/Physics_Lek,0 likes,Ridgid Body,0 retweets,_Series_A,Check out 360 Panorama for iPhone! http://occipital.com/360/app  via @occipital,11 Jul 2011
25,45,Occipital,/occipital,0 likes,Occipital,0 retweets,_Series_A,"@boullardmusique Hi! If you go here (you'll need to login) - http://occipital.com/account/panoramas … , you'll see an embed link next to each of your panoramas.",11 Jul 2011
26,47,Occipital,/frangalean,0 likes,Francisco Galeán ,0 retweets,_Series_A,"It is a ligament that runs from the occipital to the foreskin, is called occiput jajajaj ;) @JRHernandezR",11 Jul 2011
27,48,Occipital,/victorcab,0 likes,Victor Caballero,0 retweets,_Series_A,@dodgers dodger stadium 360 panoramic @occipital @padres baseball http://360.io/WCYWAK,10 Jul 2011
28,51,Occipital,/nomina_bot,0 likes,体野ミナ,0 retweets,_Series_A,Atlanto occipital joint:atlanto-occipital joint #nomina,10 Jul 2011
29,57,Occipital,/nomina_bot,0 likes,体野ミナ,0 retweets,_Series_A,Small occipital nerve:nervus occipitalis minor/lesser occipital nerve #nomina,9 Jul 2011
30,58,Occipital,/iphoneappnews,0 likes,Iphone App News,0 retweets,_Series_A,RedLaser - Barcode Scanner and QR Code Reader - Occipital http://bit.ly/mS7tpA,9 Jul 2011
31,61,Occipital,/EliVieira,0 likes,Eli Vieira,1 retweet,_Series_A,It's not alcoholism if left occipital lobe.,8 Jul 2011
32,62,Occipital,/GilAsakawa,0 likes,Gil Asakawa,0 retweets,_Series_A,Cool app @ Hacks & Hackers Colorado - Occipital.com's 360 degree panoramic photo app is brilliant. #hhco,8 Jul 2011
33,64,Occipital,/occipital,0 likes,Occipital,0 retweets,_Series_A,@dskok Here's two - https://twitter.com/#!/occipital/status/89454463546433536 … !,8 Jul 2011
34,65,Occipital,/occipital,2 likes,Occipital,5 retweets,_Series_A,"The #NASA shuttle launch before: http://360.io/PBvvyY  and after: http://360.io/kgd6sq , captured by @jennasakwa, @ShareefJackson",8 Jul 2011
35,71,Occipital,/acucentercity,0 likes,Chinese Medicine,0 retweets,_Series_A,"You've got #Headaches? I've got treatment…#Frontal, #Occipital, #Vertex, #Temporal & #Hatband! Call for an appointment… http://bit.ly/efhQ5r ",8 Jul 2011
36,72,Occipital,/Medicana_Life,0 likes,Medicana Life,0 retweets,_Series_A,Medicana Life - Sub-Occipital Release http://www.medicanalife.com/video/KX596XK637K8/Sub-Occipital-Release … via @medicanatv,8 Jul 2011
37,73,Occipital,/appshowoff,0 likes,Appshowoff,0 retweets,_Series_A,"RedLaser - Barcode Scanner and QR Code Reader Occipital Genre: Utilities Release Date: May 13, 2009 RedLaser ――... http://fb.me/19lEeIY2f",8 Jul 2011
38,75,Occipital,/garyturner,0 likes,Gary Turner,0 retweets,_Series_A,RT @kevglobal @garyturner What was the very cool iPhone panorama software you showed me? - #Occipital 360 Panorama http://bit.ly/nDCSYN ,8 Jul 2011
39,76,Occipital,/Nada,0 likes,Anna,0 retweets,_Series_A,"The occipital lobe, it hurts me so if I write weird already you know what going on.",8 Jul 2011
40,77,Occipital,/ZevEisenberg,0 likes,Zev Eisenberg,0 retweets,_Series_A,"Hey @occipital, can you tell the Google Street View team that you obviously don’t need Flash to view great panoramic photos? ;)",7 Jul 2011
41,78,Occipital,/SteveEdwards37,0 likes,Steve Edwards,0 retweets,_Series_A,360 Panorama - Occipital: 360 Panorama Occipital Genre: Photography Price: £0.59 Release Date… http://goo.gl/fb/Tph1a,7 Jul 2011
42,80,Occipital,/R_VelVa,0 likes,Roberto VelVa,0 retweets,_Series_A,"@bubbles_mojo not change name only is that they never mention the fibers which diverge to the occipital, new nomenclature seems to be",7 Jul 2011
43,81,Occipital,/occipital,0 likes,Occipital,4 retweets,_Series_A,Cool! A photo captured with #360Panorama made The Weather Channel's Top 10 Photos of the First Half of 2011!  http://bit.ly/oRPi3K ,7 Jul 2011
44,83,Occipital,/SteveEdwards37,0 likes,Steve Edwards,0 retweets,_Series_A,RedLaser - Barcode Scanner and QR Code Reader - Occipital: RedLaser - Barcode Scanner and QR… http://goo.gl/fb/xD4Us,7 Jul 2011
45,84,Occipital,/pescatello,0 likes,M. Lewis (Old Acct),0 retweets,_Series_A,A cool panorama of @Kapost's new office overlooking Boulder: http://360.io/u87aYn  - taken with Occipital's #360panorama,7 Jul 2011
46,85,Occipital,/nomina_bot,0 likes,体野ミナ,0 retweets,_Series_A,Small occipital nerve:nervus occipitalis minor/lesser occipital nerve #nomina,7 Jul 2011
47,91,Occipital,/vikasreddy,0 likes,Vikas Reddy,1 retweet,_Series_A,Stunning view of a huge dust storm engulfing downtown Phoenix - http://360.io/Hu3QZA  via @occipital,6 Jul 2011
48,93,Occipital,/occipital,1 like,Occipital,2 retweets,_Series_A,Stunning view of a huge dust storm engulfing downtown Phoenix - http://360.io/Hu3QZA ,6 Jul 2011
49,95,Occipital,/jeremyeisenzopf,0 likes,"Jeremy Eisenzopf
Verified account
",0 retweets,_Series_A,very nice pic !!!! RT @EricFisherTWC: I can't get enough #Haboob RT: @IrishEagle A new @occipital panorama vie… (cont) http://deck.ly/~OgJHJ,6 Jul 2011
50,96,Occipital,/ericfisher,0 likes,"Eric Fisher
Verified account
",0 retweets,_Series_A,I can't get enough #Haboob RT: @IrishEagle A new @occipital panorama view of yesterday's haboob over #Phoenix. http://360.io/Hu3QZA ,6 Jul 2011
51,97,Occipital,/WxChannelPhotos,0 likes,Weather Channel Pics,4 retweets,_Series_A,A new @occipital panorama view of yesterday's haboob over Phoenix. http://360.io/Hu3QZA,6 Jul 2011
52,100,Occipital,/TheArchitectsKC,0 likes,Brandon Phillips,0 retweets,_Series_A,"@OhGerd occipital, parietal, frontal, obicularis oris, obicularis occuli, maxilla, mandible. you're welcome!!",5 Jul 2011
53,103,Occipital,/herijlb,1 like,HERIBERTO J. LOPEZ B,0 retweets,_Series_A,"The posterior branches of the external carotid are: A.Occipital, A. handset back. Prof Heriberto Jesus Lopez Blasco",5 Jul 2011
54,104,Occipital,/mcsweeneys,4 likes,"Timothy McSweeney
Verified account
",2 retweets,_Series_A,"""It wasn’t 100% my fault. Anybody could have mistaken the prefrontal lobe for the occipital lobe."" http://bit.ly/qP74ZE ",5 Jul 2011
55,106,Occipital,/Alexavf,1 like,Alexa Vasquez,0 retweets,_Series_A,"As you would kill? Well, you would make a small incision to drain occipital lobe in the cerebrospinal fluid and so dry your brain.",5 Jul 2011
56,107,Occipital,/SeryioBono,0 likes, El Doc,2 retweets,_Series_A,Our eyes and the visual cortex (occipital) process an image in 150microsegundos.,5 Jul 2011
57,108,Occipital,/KelseyHudson,0 likes,Kelsey,0 retweets,_Series_A,Look! His occipital spatula is orbiting!,5 Jul 2011
58,115,Occipital,/cipher,0 likes,"komori, masaaki",0 retweets,_Series_A,360 Panorama - Realtime panorama creation from Occipital http://bit.ly/l9lz7L,4 Jul 2011
59,118,Occipital,/SmithDryGoods,0 likes,Liz Smith,0 retweets,_Series_A,@summaestudio it's an app! 360panorama by occipital,4 Jul 2011
60,119,Occipital,/imran,0 likes,Imran Ali,0 retweets,_Series_A,the machines now have an occipital lobe… { http://imrn.me/kijeqO  via @timoreilly} #kinect #AI,4 Jul 2011
61,120,Occipital,/garyturner,0 likes,Gary Turner,1 retweet,_Series_A,"Turned Out Nice: A panoramic composition taken with Occipital's 360 Panorama app, of the Foo Fighters in front o... http://bit.ly/mNnmZg",4 Jul 2011
62,121,Occipital,/GraduAgent,0 likes,Student Nurse Online,0 retweets,_Series_A,1950s Cisternal Puncture. The direction of the needle has reached the atlanto-occipital ligament.. http://tinyurl.com/6bcmejd  ............#Surgery,4 Jul 2011
63,122,Occipital,/phantomdb,0 likes,Wesley Fitzpatrick,0 retweets,_Series_A,"My 5 months old baby is having brain injury in occipital lobes of brain, therefore having the ... brain injury cases :P http://bit.ly/mNazQY ",4 Jul 2011
64,130,Occipital,/ChristianSino,0 likes,Christian Sino,0 retweets,_Series_A,WOW! I want to be up there!!!!! RT: @occipital: Breathtaking view of the Cascade Mountains captured yesterday http://360.io/U7NAvY ,3 Jul 2011
65,131,Occipital,/occipital,1 like,Occipital,4 retweets,_Series_A,Breathtaking view of the Cascade Mountains captured yesterday http://360.io/U7NAvY ,3 Jul 2011
66,138,Occipital,/delfisiregar19,0 likes,Delfi Yunita Siregar,0 retweets,_Series_A,"Frontal kog g by, both occipital hahha:D RT DebyNoviasari: Jgn frontal press lh RT @DeloVieChikiwiQ: dikjar yo Tu yg pla hha",2 Jul 2011
67,140,Occipital,/josynerochelle,0 likes,Josyne Pacaldo,0 retweets,_Series_A,"Hindi na makaprocess ng visual stimuli ang occipital lobe ko. Therefore, good night. :)",2 Jul 2011
68,141,Occipital,/sellyamelia13,0 likes,SA,0 retweets,_Series_A,Tweet frontal »RT @ree12__: Selamat @dibamaulani from occipital slowly moved to temporal! Mlipir ke frontal!!,2 Jul 2011
69,150,Occipital,/mattlaufer,2 likes,Matt Laufer,3 retweets,_Series_A,Our view from the tarp via @occipital 360 pano app. #Phish #sbix http://360.io/XQrCU5,1 Jul 2011
70,153,Occipital,/occipital,0 likes,Occipital,0 retweets,_Series_A,@shareski I hope he likes 360 Panorama =).,1 Jul 2011
71,154,Occipital,/mattlaufer,0 likes,Matt Laufer,2 retweets,_Series_A,My @occipital 360 panos blogged by @phishsuperball #sbix http://phishsuperball.com/festival-news/pictures-and-video-from-super-ball-ix.html … thanks! #Phish,1 Jul 2011
72,155,Occipital,/sambogooner,0 likes,M. A. R. Sambo™,0 retweets,_Series_A,Dbilangin udah pke kata2 occipital bone #suicide koq RT @deaflorensia: he said ga mas mas soalnya controversy hihihi (cont) http://tl.gd/bflmdm,1 Jul 2011
73,159,Occipital,/seeingwithsound,0 likes,The vOICe,0 retweets,_Series_A,Relevance of spectral cues for auditory spatial processing in the occipital cortex of the blind http://www.frontiersin.org/auditory_cognitive_neuroscience/10.3389/fpsyg.2011.00048/full …,1 Jul 2011
74,160,Occipital,/GraduAgent,0 likes,Student Nurse Online,0 retweets,_Series_A,1950s Cisternal Puncture. The direction of the needle has reached the atlanto-occipital ligament.. http://tinyurl.com/6bcmejd   ............#surgery,30 Jun 2011
75,161,Occipital,/laurabalaurah,0 likes,Laura Holway,0 retweets,_Series_A,I occipital lobe you. You are in my corpus callosum. (http://thoughtcatalog.com/2011/a-letter-to-my-boyfriends-brain-surgeon/ …),30 Jun 2011
76,162,Occipital,/MorseCoad,0 likes,Chris Morse,0 retweets,_Series_A,#redlaser is an awesome barcode scanner also from @occipital.,30 Jun 2011
77,169,Occipital,/occipital,0 likes,Occipital,2 retweets,_Series_A,Cool 360 view of Redwoods State Park - http://360.io/NgVgxR  - captured by @inorganik,30 Jun 2011
78,171,Occipital,/laumans,0 likes,laumansilla,0 retweets,_Series_A,@Jijiriji #FF already I had this Q was that... BUT I LEFT THE OCCIPITAL HEMISPHERE OF THE BRAIN INFORMATION WHAT WAS?,30 Jun 2011
79,173,Occipital,/nomina_bot,0 likes,体野ミナ,0 retweets,_Series_A,Posterior muscle:venter occipitalis musculus occipitofrontalis/occipital belly #nomina,30 Jun 2011
80,174,Occipital,/aneeshb,0 likes,Aneesh Bhasin,0 retweets,_Series_A,"360 degree image from yesterday's Colour Compound gig at Blue Frog http://360.io/GCDFWx, shot using @occipital on the iPhone! #rerun",30 Jun 2011
81,176,Occipital,/RaqeelM_,0 likes,Raquel❤,0 retweets,_Series_A,Ighh :| tngo dream and both q study for tomorrow ;) loq not seme forget oi is the 2nd branch of occipital nevio cervical spinal nerve: B,29 Jun 2011
82,177,Occipital,/ta1a,0 likes,Ta1a  تالة,0 retweets,_Series_A,i occipital lobe you. you are in my corpus callosum.,29 Jun 2011
83,178,Occipital,/Jim_Ontherocks,0 likes,Sophie Jim M.,0 retweets,_Series_A,Photo: Gallery of occipital Lobe on Flickr. http://Tumblr.com/xpz38o8uce,29 Jun 2011
84,179,Occipital,/misss_mae,0 likes,mae,0 retweets,_Series_A,I occipital lobe you. You are in my corpus callosum.,29 Jun 2011
85,182,Occipital,/Palliativeinfo,0 likes,Palliative care ,0 retweets,_Series_A,Isolated congenital foramen transversarium abnormality causing occipital headache. http://1.usa.gov/kdlxBV ,29 Jun 2011
86,186,Occipital,/nomina_bot,0 likes,体野ミナ,0 retweets,_Series_A,Outside the first uplift: protuberantia occipitalis Externa/external occipital Protuberance #nomina,29 Jun 2011
87,190,Occipital,/TheCreoleKing,0 likes,Gay Diggs,0 retweets,_Series_A,Your occipital bun is disturbing.,28 Jun 2011
88,191,Occipital,/Heide79664,0 likes,Heide Eversoll,0 retweets,_Series_A,Exactly what is Occipital Headache http://bit.ly/kiV6qZ ,28 Jun 2011
89,192,Occipital,/occipital,0 likes,Occipital,0 retweets,_Series_A,@macewan We've got a video here - http://occipital.com/360/app  - but no step by step tutorial yet.,28 Jun 2011
90,199,MyEdu,/myedu_hiroba,0 likes,マイエデュグローバルひろば情報,0 retweets,_Series_A,"End of global career school today! Sammy principals of Pacific Gateway looks like regular hot spoke. Thank you bother from Gifu, Saitama gyoda, exciting. I thank you very much! Not everyone in Canada want to go now? Lol",11 Dec 2009
91,201,MyEdu,/paroozle_,0 likes,PAROOZLE,0 retweets,_Series_A,Atlanta: MyEdu Campus Representative (Georgia Tech) http://tinyurl.com/yb3wprv #Jobs,10 Dec 2009
92,203,MyEdu,/myedu_hiroba,0 likes,マイエデュグローバルひろば情報,0 retweets,_Series_A,"12/19 (Saturday) 16:00 - 17:00 from students to seniors! Held on the spring break trip to China, Taiwan and Korea short term study abroad seminar. Check here for more information! http://ow.ly/KbQg",9 Dec 2009
93,204,MyEdu,/akiishiwata,0 likes,a.ishiwata,0 retweets,_Series_A,suddenly I'm sorry @tomomook. I wanted to flip support. Are you sure you did contact me? Myedu is.,8 Dec 2009
94,206,MyEdu,/ATL_Joblist,0 likes,Atlanta Jobs/Joblist,0 retweets,_Series_A,"MyEdu Campus Representative (Georgia Tech): Company:  MyEdu 

Job Title: Campus Representative 

Job Location: Atla... http://bit.ly/6uyEDL",7 Dec 2009
95,210,MyEdu,/akiishiwata,0 likes,a.ishiwata,0 retweets,_Series_A,"Are interested in study abroad, international career take a look at! RT @myedu_hiroba 12 / 11 at takebashi / global career school """" Think Outside the Box. "" Changes in your way of life! ""http://www.myedu.co.jp/csr/...",27 Nov 2009
96,213,MyEdu,/akiishiwata,0 likes,a.ishiwata,0 retweets,_Series_A,And was studying guys too! @myedu_hiroba,12 Nov 2009
97,215,MyEdu,/JLSutton,0 likes,Jaime Sutton,0 retweets,_Series_A,Sign up for MyEdu TODAY!,10 Nov 2009
98,236,MyEdu,/JLSutton,0 likes,Jaime Sutton,0 retweets,_Series_A,@myedu Great article from Marquette!,14 Oct 2009
99,239,MyEdu,/JLSutton,0 likes,Jaime Sutton,0 retweets,_Series_A,@myedu Great Article - Marquette Tribune! http://bit.ly/EjoUh,13 Oct 2009
100,256,MyEdu,/koalialoalo,0 likes,Victoria,0 retweets,_Series_A,myedu.com is super dumb - it keeps malfunctioning,23 Aug 2009
101,266,MyEdu,/_wting,0 likes,William Ting,0 retweets,_Series_A,wtf MyEdu (formerly PickAProf) only accepts Firefox / IE?  No Chrome/Opera/Safari love . . .,11 Aug 2009
102,270,MyEdu,/karenbethmiller,0 likes,Karen Miller,0 retweets,_Series_A,RT @KAM1L Pick-A-Prof is now MyEdu...lame! i want my money back.,3 Aug 2009
103,286,MyEdu,/tejen25,0 likes,Tom Jennings,0 retweets,_Series_A,Follow Friday @teamwinter @myedu @mellowjohnnys,10 Jul 2009
104,295,MyEdu,/ngarvey,0 likes,ngarvey,0 retweets,_Series_A,@myedu whahoo ! No problem !!,4 Jul 2009
105,298,MyEdu,/MyEdu,0 likes,MyEdu,0 retweets,_Series_A,"@SnowWhyteQueen Pick-A-Prof is becoming MyEdu. Check out our degree planning, academic dashboards... Pick-A-Prof only better!",3 Jul 2009
106,304,MyEdu,/Bobo,0 likes,John W Cunningham,0 retweets,_Series_A,Analog Twitter @MyEdu  http://yfrog.com/0z7wixj,1 Jul 2009
107,307,MyEdu,/JLSutton,0 likes,Jaime Sutton,0 retweets,_Series_A,I'm gonna miss Pick-A-Prof... but MyEdu is SO much better!,10 Jun 2009
108,309,MyEdu,/AmandaOnFOX7,0 likes,"Amanda Salinas
Verified account
",0 retweets,_Series_A,@myedu please do thx,20 May 2009
109,311,MyEdu,/Bobo,0 likes,John W Cunningham,0 retweets,_Series_A,@myedu Wahoo!,13 May 2009
110,312,MyEdu,/April1041,0 likes,April Bennett,0 retweets,_Series_A,Pick-A-Prof2 = MyEdu www.myedu.com,5 May 2009
111,313,MyEdu,/paulwalker,0 likes,Paul Walker,0 retweets,_Series_A,"@brittanyc Michael Crosno, CEO, Myedu.com",24 Mar 2009
112,314,MyEdu,/MyEdu,0 likes,MyEdu,0 retweets,_Series_A,Developing,19 May 2008
113,315,Kenandy,/insrna,0 likes,Tuti,0 retweets,_Series_A,a classmate of the same kenandy also,9 Jul 2011
114,316,Kenandy,/firdafir23,0 likes,Firda Farida,0 retweets,_Series_A,"Information buu @thyalidina: RT RT RT RT RT @firdafir23: Iya tuh! Join aja ya RT @thyalidina: Bsk seems, lu joined ga? Follow! Yaya RT @Kenandy",29 Jun 2011
115,317,Kenandy,/firdafir23,0 likes,Firda Farida,0 retweets,_Series_A,RT @dhiracheda: RT @thyalidina: RT @dhiracheda: How Can @nerisaarviana @fifikemala @thyalidina @firdafir23 @Kenandy ... http://27euq.twa.im,26 Jun 2011
116,318,Kenandy,/YudianaNR,0 likes,NUY☀,0 retweets,_Series_A,"Haha here doong, there si tu it RT @Kenandyss: Iya sih, sebenernya ikt also want hehe RT @YudianaNR: udah lama gak here Haha ken RT @Kenandy",20 May 2011
117,319,Kenandy,/Kenandows,0 likes,ケナン✌,0 retweets,_Series_A,Why? How can? RT @winadwiyatna: RT @Kenandyss: ☹ Iyaaa Vienna the same girlfriend break up? RT @winadwiyatna: Masihmasih:) RT @Kenandy,15 May 2011
118,320,Kenandy,/Kenandows,0 likes,ケナン✌,0 retweets,_Series_A,Yomaaan.. Haha crazy sexy lhoo RT @tyashanina: mangstap jebewnya:D RT @Kenandyss can so haha RT @tyashanina: rafi wakaka kah? RT @Kenandy,6 May 2011
119,321,Kenandy,/AdzraZR,0 likes,Bruno's sister,1 retweet,_Series_A,Sepikbae. RT @syalis: RT Enggakkk ishhhh:p ppp @AdzraZR: Yes! Same Mashallah Kenandy ♡ @syalis: RT 3 <,3 May 2011
120,322,Kenandy,/kenanwisnu,0 likes,Chrisnanta_,0 retweets,_Series_A,RT @caturahda14: @maskenan males rename ugly really. Replace so carol kenandy aja ....,7 Mar 2011
121,324,Kenandy,/wirenza,0 likes,Wirenza Mukhayar,0 retweets,_Series_A,"but the name is still kenandotorres ye., hahah RT @kenandotorres: go go go Kenan Wisuarez, Dirk Kenant, Kenandy Carroll!! and Kennan Dalglish",6 Mar 2011
122,325,Kenandy,/zahra_alsa,0 likes,Salsabilah putri,0 retweets,_Series_A,"SI kenandy tasty bat live nnya ""PR?"" Direct bae lu ... Kaga ada sopannye wkwk",22 Feb 2011
123,326,Kenandy,/AdzraZR,0 likes,Bruno's sister,0 retweets,_Series_A,Txting w/kenandy.,19 Feb 2011
124,327,Kenandy,/kiranaapsari,0 likes,kikirananana,0 retweets,_Series_A,Kenandy RT @AboutSCH00L: who sekelasmu friend who detectives? #aboutschool,17 Feb 2011
125,328,Kenandy,/kiranaapsari,0 likes,kikirananana,0 retweets,_Series_A,Kenandy bm nnyain pr page brp which gua tau ken ~,15 Feb 2011
126,329,Kenandy,/kiranaapsari,0 likes,kikirananana,0 retweets,_Series_A,Kenandy hobbies,11 Feb 2011
127,330,Kenandy,/kiranaapsari,0 likes,kikirananana,0 retweets,_Series_A,New remember Oh Yes.. TDI ... BU Queen si kenandy klo semok blng.. Kwkwkwkwkwk,18 Jan 2011
128,333,Vapotherm,/DianneBuit,0 likes,Dianne Buit,0 retweets,_Series_A,"Theory of #Optiflow also briefly covered. Really an asset, this Optiflow. As well as #Vapotherm. Remains a fun box: IC!",12 Mar 2013
129,334,Vapotherm,/Search4Jobs2Day,0 likes,Search For Jobs,0 retweets,_Series_A,"Your #jobsearch is over. Vapotherm wants to #hire you in Exeter, NH. http://bit.ly/102vZOM ",5 Mar 2013
130,336,Vapotherm,/StepBeyond,0 likes,StepBeyond.com,0 retweets,_Series_A,Job opportunity: Sr. Manufacturing Engineer - Medical Dev at Vapotherm - Greater Boston Area #jobs http://lnkd.in/BRMkr9 ,2 Mar 2013
131,337,Vapotherm,/JobsDirectUSA,0 likes,JobsDirectUSA,0 retweets,_Series_A,"#manufacturing Manufacturing Engineer - Vapotherm -  Exeter, NH  http://bit.ly/i8HvlZ ",25 Feb 2013
132,338,Vapotherm,/stratdv,0 likes,Joe Stephens,0 retweets,_Series_A,"https://vimeo.com/59524373 

A heartwarming testimonial we filmed and created for our client Vapotherm. http://fb.me/2fBy5DVPm ",19 Feb 2013
133,339,Vapotherm,/Med_Device_Jobs,0 likes,Med Device Jobs,0 retweets,_Series_A,"Director of Sustaining Engineering - Medical Devices at Vapotherm (Exeter, NH): hospital and home care markets. ... http://bit.ly/WALlZH ",6 Feb 2013
134,340,Vapotherm,/AnchorHaven,0 likes,Anchorhaven Media,0 retweets,_Series_A,Cookware Surgical Stainless Steel Waterless VapoTherm Set 26pc - http://ht.ly/haNsa ,30 Jan 2013
135,341,Vapotherm,/CDHUK_CHARITY,0 likes,CDH UK,0 retweets,_Series_A,Baby Emilia is another step closer to home........she has been off Vapotherm therapy for 24 hours and is enjoying... http://fb.me/2eK0uZNE6 ,6 Jan 2013
136,344,Vapotherm,/PilarSleighter,0 likes,Pilar Sleighter,0 retweets,_Series_A,"Ralstonia found in more Vapotherm devices, recall launched. (Pulmonary Medicine): An article from: Family Practic... http://amzn.to/Y7CNKm ",27 Oct 2012
137,345,Vapotherm,/NHSmallBz,0 likes,Liam Thomas,0 retweets,_Series_A,[Seacoast Biz] Vapotherm Inc. plans move to Exeter http://dlvr.it/2Kfn2L ,16 Oct 2012
138,346,Vapotherm,/SharonMelanson1,0 likes,Sharon Melanson,0 retweets,_Series_A,"Report: Vapotherm Coming to Exeter - Exeter, NH Patch http://exeter.patch.com/articles/report-vapotherm-coming-to-exeter …",16 Oct 2012
139,347,Vapotherm,/NHSmallBz,0 likes,Liam Thomas,0 retweets,_Series_A,[Seacoast Biz] Respiratory devices company Vapotherm coming to Exeter http://dlvr.it/2KRyPc ,15 Oct 2012
