,Avg_Tweets,Company,Series,Total_Likes,Total_Retweets,Series_Amount,Market
1333,0.929824561404,ZIRX,Series_A,62,46,6400000,E-Commerce Platforms
1334,5.78787878788,ZOZI,Series_A,15,42,3000000,
1335,12.25,ZOZI,Series_B,3,9,10000000,
1337,5.16666666667,Zannel,Series_B,0,0,10000000,Messaging
1338,0.231671554252,Zapproved,Series_B,12,13,1450000,Productivity Software
1339,8.38461538462,Zattoo,Series_B,7,0,10000000,Peer-to-Peer
1340,6.5,ZeRTO,Series_C,26,59,13000000,Networking
1341,5.66666666667,ZeRTO,Series_D,80,72,26000000,Networking
1342,9.1,Zendesk,Series_B,15,0,6000000,Services
1343,28.5714285714,Zendesk,Series_C,22,55,19000000,Services
1344,34.0,Zendesk,Series_D,30,50,60000000,Services
1345,2.26315789474,Zenoss,Series_B,5,0,11000000,Biotechnology
1346,8.125,Zenoss,Series_C,16,50,25000000,Biotechnology
1347,1.24375,Zhihu,Series_A,8,22,1623640,Flash Storage
1348,1.67796610169,ZocDoc,Series_B,15,16,15000000,
1349,inf,ZooZ,Series_B,26,49,12000000,Social Media Platforms
1350,1.53271028037,Zoomdata,Series_A,95,116,4100000,Construction
1351,1.12154696133,Zoomdata,Series_B,224,160,17000000,Construction
1352,2.01298701299,Zoove,Series_D,8,19,15000000,Semiconductors
1353,2.73611111111,Zuberance,Series_B,12,31,8000000,Direct Marketing
1354,4.26530612245,Zubie,Series_B,147,57,8000000,Fleet Management
1355,6.8275862069,Zya,Series_A,1,5,4850000,Hospitality
1356,5.87878787879,Zyncro,Series_B,31,127,2100000,MicroBlogging
1357,3.68965517241,adeven,Series_B,48,40,4300000,-
1358,5.0,auxmoney,Series_B,7,12,16000000,Enterprise Software
1359,2.9552238806,cicayda,Series_B,187,356,3800000,Legal
1360,1.1963190184,eSentire,Series_C,63,125,14000000,Web Hosting
1361,3.54545454545,eYeka,Series_C,10,36,4300000,Brand Marketing
1362,1.11351351351,ebyline,Series_B,32,40,5000000,Freelancers
1363,inf,elenza,Series_B,7,25,24000000,Local Businesses
1364,21.7777777778,foodpanda,Series_C,56,43,20000000,Flash Storage
1365,33.3333333333,foodpanda,Series_D,48,56,60000000,Flash Storage
1366,1.03012048193,healthrageous,Series_A,30,96,6000000,Hardware + Software
1367,0.855140186916,healthrageous,Series_B,18,67,6500000,Hardware + Software
1368,inf,iCopyright,Series_D,27,64,2600000,Advertising
1369,inf,iMoney,Series_A,70,101,2000000,Insurance
1370,inf,iMoney,Series_B,204,117,4000000,Insurance
1371,0.445175438596,iSkoot,Series_C,1,0,19000000,Game
1372,9.42857142857,iWalk,Series_B,3,0,20000000,Finance
1373,214.0,iWalk,Series_D,21,72,17000000,Finance
1374,15.8333333333,iZettle,Series_B,26,104,31400000,Web Hosting
1375,19.4,iZettle,Series_C,98,107,55300000,Web Hosting
1376,0.208194905869,ixigo.com,Series_A,7,19,18500000,-
1377,10.6,littleBits,Series_A,43,73,3700000,Synthetic Biology
1378,20.8,littleBits,Series_B,94,103,11100000,Synthetic Biology
1379,25.1428571429,lmbang,Series_A,5,18,1000000,Social Media
1380,8.1,lmbang,Series_B,21,39,20000000,Social Media
1381,2.32432432432,m6d,Series_C,45,51,24000000,Search Marketing
1383,2.89705882353,natera,Series_B,4,5,6000000,
1384,17.75,natera,Series_C,1,13,12000000,
1385,0.187424425635,neohapsis,Series_C,21,53,4900000,Reviews and Recommendations
1386,inf,oDesk,Series_D,2,8,15000000,
1387,1.0,onefinestay,Series_A,14,42,3700000,Digital Entertainment
1388,2.33734939759,onefinestay,Series_B,24,105,12200000,Digital Entertainment
1389,10.2941176471,thredUP,Series_B,11,27,7000000,
1390,8.42857142857,thredUP,Series_C,11,25,14500000,
1391,19.6,thredUP,Series_D,53,32,23000000,
1392,0.316770186335,vWise,Series_D,59,70,1500000,Enterprise Software
